Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year,Trade_data_type
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.774690121507433e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.022599229264078566,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04298282437869408,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,15.187542942274478,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0017575443737157673,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.001378910621950819,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.788871959820693e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.02571786423908339,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BH,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.043377944056297926,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,17.125209529173198,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.009699971429010003,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003516661127514641,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.790905317987623e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.039221918915147105,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TH,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.07267778448698145,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.712744311283538,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.004525399895325272,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0019039465173938922,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.931383107300049e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.02562546463095984,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,MX,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.051425766338547424,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,8.9164530298495,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0029258067678669783,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.001441240563368799,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.172476891247876e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.019593982444232664,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04020888607308455,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,13.594370174317264,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.005827116365404034,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.002627988519785615,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.607664364605478e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.03646465563052458,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.07068817183608936,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.117488160283902,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.004014529479210649,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.001807509113683439,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,6.480534703943695e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.023247641732101813,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04508433113610592,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,20.467478799744246,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0096658065910478,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0037999919098321063,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.793085973046224e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.04803630081107845,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08654867285510892,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,19.198269648112106,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.012698635760034993,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.004297463338160531,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.183020513759559e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.04441403903194367,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08127292105535902,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,8.630038885706998,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.004108750781491668,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0017841239106698341,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,6.070626711890295e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.021675052516541223,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04236300528165334,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,30.036767783647406,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.016614901230769506,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.006090990736558621,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.375591960328148e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.074045042317719,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.1313277805281967,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,15.122981857617162,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.009135954514046292,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003284302018555421,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.3271842134806e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.035512799161360215,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.06745274290862929,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,8.470300813872296,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0030143700199863686,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0013774077900284207,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.100995218180187e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.019441756142146768,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.040940332135732345,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,24.749982937216686,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.004287773765477431,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0034002480400808317,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,3.655171720494267e-07,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.06885884725765298,2017,reconciliated
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.12704382979538104,2017,reconciliated
